"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Madison Parish, LA"	"22065"	Suppressed	11514	Suppressed	Suppressed	Suppressed	Suppressed
	"Morehouse Parish, LA"	"22067"	Suppressed	26395	Suppressed	Suppressed	Suppressed	Suppressed
	"Natchitoches Parish, LA"	"22069"	Suppressed	39179	Suppressed	Suppressed	Suppressed	Suppressed
	"Orleans Parish, LA"	"22071"	50	389617	12.8	9.5	16.9	1.8
	"Ouachita Parish, LA"	"22073"	16	156761	Unreliable	5.8	16.6	2.6
	"Plaquemines Parish, LA"	"22075"	Suppressed	23495	Suppressed	Suppressed	Suppressed	Suppressed
	"Pointe Coupee Parish, LA"	"22077"	Suppressed	22251	Suppressed	Suppressed	Suppressed	Suppressed
	"Rapides Parish, LA"	"22079"	23	132141	17.4	11.0	26.1	3.6
	"Red River Parish, LA"	"22081"	Suppressed	8593	Suppressed	Suppressed	Suppressed	Suppressed
	"Richland Parish, LA"	"22083"	Suppressed	20523	Suppressed	Suppressed	Suppressed	Suppressed
	"Sabine Parish, LA"	"22085"	Suppressed	24186	Suppressed	Suppressed	Suppressed	Suppressed
	"St. Bernard Parish, LA"	"22087"	Suppressed	45408	Suppressed	Suppressed	Suppressed	Suppressed
	"St. Charles Parish, LA"	"22089"	Suppressed	52812	Suppressed	Suppressed	Suppressed	Suppressed
	"St. Helena Parish, LA"	"22091"	Suppressed	10567	Suppressed	Suppressed	Suppressed	Suppressed
	"St. James Parish, LA"	"22093"	Suppressed	21567	Suppressed	Suppressed	Suppressed	Suppressed
	"St. John the Baptist Parish, LA"	"22095"	Suppressed	43626	Suppressed	Suppressed	Suppressed	Suppressed
	"St. Landry Parish, LA"	"22097"	18	83848	Unreliable	12.7	33.9	5.1
	"St. Martin Parish, LA"	"22099"	16	53835	Unreliable	17.0	48.3	7.4
	"St. Mary Parish, LA"	"22101"	Suppressed	52810	Suppressed	Suppressed	Suppressed	Suppressed
	"St. Tammany Parish, LA"	"22103"	40	250088	16.0	11.4	21.8	2.5
	"Tangipahoa Parish, LA"	"22105"	26	128755	20.2	13.2	29.6	4.0
	"Tensas Parish, LA"	"22107"	Suppressed	4740	Suppressed	Suppressed	Suppressed	Suppressed
	"Terrebonne Parish, LA"	"22109"	15	113972	Unreliable	7.4	21.7	3.4
	"Union Parish, LA"	"22111"	Suppressed	22477	Suppressed	Suppressed	Suppressed	Suppressed
	"Vermilion Parish, LA"	"22113"	13	59875	Unreliable	11.6	37.1	6.0
